direccion,barrio,comuna,mas_info,materiales,longitude,latitude
Navarro 2429,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.48966736993007,-34.590937439832665
Argerich 3916,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49840423293087,-34.592763088046794
"Artigas, Jose Gervasio, Gral. 3556",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49016342007716,-34.59181807284852
"Artigas, Jose Gervasio, Gral. 3706",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49124092470604,-34.59062494311944
"Artigas, Jose Gervasio, Gral. 3914",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4926000000515,-34.58913015211469
"Artigas, Jose Gervasio, Gral. 4124",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49393256503956,-34.587655900351216
Asuncion 2240,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.489421163558305,-34.587493252826256
Asuncion 3097,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49946399198773,-34.593612692992295
"Beiro, Francisco Av. 2963",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.494985666244155,-34.59538672408993
Caracas 3525,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.48768080246756,-34.59052714952987
"Carril, Salvador Maria Del Av. 2276",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.491068855205484,-34.58633788650167
Condarco 3750,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.493744128250796,-34.591774719673055
Condarco 3950,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.494969387393496,-34.590356266784426
"Cortazar, Julio 3664",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.48746233316195,-34.596474781467165
Cuenca 3807,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.500335124068975,-34.59506486471338
Estado Plurinacional De Bolivia 3541,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.491115038990316,-34.5926050239348
Estado Plurinacional De Bolivia 3795,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49278293736113,-34.59075720518778
Helguera 3995,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.50004493536844,-34.593100688829686
Llerena 3195,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.481041702052735,-34.59016764405137
Melincue 2424,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.48474255044703,-34.59707232865856
"Moran, Pedro 2247",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.488908843743864,-34.58816235285812
"Moran, Pedro 2873",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49584763338192,-34.59245410261883
"Moran, Pedro 3066",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.498351424702044,-34.59409451508762
Navarro 3005,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.496424034718686,-34.59511195311322
Nazca Av. 3650,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4953507974823,-34.5939204531737
Nazca Av. 4043,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49775652054853,-34.59111288802372
Nazca Av. 4141,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.498380119063306,-34.5904240516072
Nueva York 2187,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.489450045016426,-34.58635190526789
Nueva York 2343,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49123678077946,-34.587457574301936
Nueva York 2643,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49461495399229,-34.58954914042424
Nueva York 3211,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.50175443088322,-34.59395499553435
"Solano Lopez, F., Mariscal 2140",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.486638912620286,-34.5880081373304
"Solano Lopez, F., Mariscal 2266",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.48840576656032,-34.58910126722348
"Solano Lopez, F., Mariscal 3041",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.497526199280735,-34.59464530784576
"Solano Lopez, F., Mariscal 3159",Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49902348270224,-34.59557448332956
Terrada 3599,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49372642455591,-34.59361173165126
Terrada 3847,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49546372089937,-34.59169114620323
Tinogasta 2426,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4864546339994,-34.595063638200365
Venecia 3148,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.488511840556065,-34.5968200149779
Zamudio 3225,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.48383193405438,-34.596758970329226
Zamudio 3849,Agronomia,15,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.49091945185358,-34.58890341390988
Rawson 362,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42626793185961,-34.607713389201976
Sarmiento 3465,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41443826693707,-34.60590802663431
Sarmiento 3669,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.416633771484996,-34.60551719266035
Sarmiento 4075,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.422297020581944,-34.60471194261764
Sarmiento 4271,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.424898453184916,-34.60438660817068
Sarmiento 4429,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42776000751946,-34.60418420559051
Sarmiento 4625,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.43083179111357,-34.60397323088915
Mu?iz 178,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42736628073494,-34.61577509371116
Mu?iz 454,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4271651744983,-34.61877041205289
Mu?iz 360,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42729113822313,-34.6177378830126
"Acu?a De Figueroa, Francisco 1044",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.422030994376975,-34.59897629004684
Aguirre 17,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.43197215310761,-34.60151294461783
Estado De Israel Av. 4323,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.427048797987375,-34.59794599159701
Agrelo 3949,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42138290579178,-34.61886214651585
Agrelo 4173,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42514062909242,-34.61913201992286
Avda Belgrano 3358,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41370993507665,-34.615574990524955
Avda Belgrano 3926,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.422084394967015,-34.61583469171625
Avda Hipolito Yrigoyen 3737,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41923016917938,-34.6143328743155
Avda Hipolito Yrigoyen 4141,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42507596145257,-34.614791361515074
Avda La Plata 271,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42874273146962,-34.617911077093765
Avda La Plata 358,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.428305881920764,-34.61897581478034
Avda La Plata 451,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42828781173913,-34.62011616744763
Avda La Plata 558,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42779671517746,-34.6215359014454
Avda La Plata 93,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.429096504205745,-34.616302698299705
Billinghurst 45,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41581332881596,-34.610226184263475
Billinghurst 945,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41474143640252,-34.59885793436761
"Bocayuva, Quintino 289",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42296134346169,-34.61564166363329
"Bocayuva, Quintino 516",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42250958036325,-34.61797128289671
Boedo 145,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.417643057580165,-34.61304763677572
Boedo 423,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41690578816162,-34.617626667183366
Castro Barros 689,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41968200835152,-34.61980205754139
Castro Barros Av. 321,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.420110977055984,-34.61618452361228
Castro Barros Av. 33,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42097640250296,-34.611961051981886
Colombres 294,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41844040142962,-34.61558983877231
Colombres 450,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41821343593666,-34.61806052508165
Colombres 54,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.419346049035234,-34.612075881329
Colombres 652,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41807445215111,-34.620465623822945
Cordoba Av. 3293,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41300482856864,-34.59787019768735
Cordoba Av. 3451,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41523230692085,-34.59778802373392
Cordoba Av. 3521,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41631946285747,-34.597760855899494
Cordoba Av. 3767,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41968255570133,-34.59768644177221
Cordoba Av. 3973,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42283468931753,-34.59762421499984
Corrientes Av. 3572,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.415227329588326,-34.60396911008301
Corrientes Av. 3790,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.417858726988655,-34.60356923355623
Corrientes Av. 3974,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.420575921066884,-34.60329632092271
Corrientes Av. 4144,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4232397346271,-34.60303436540539
Corrientes Av. 4370,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42657170041844,-34.602701017800946
Corrientes Av. 4534,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.429134166395784,-34.60244552498143
Corrientes Av. 4680,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.43167585510049,-34.60218431107483
Diaz Velez Av. 3762,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41962523356075,-34.60862189512151
Diaz Velez Av. 3974,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42244273075702,-34.608669579749794
Diaz Velez Av. 4144,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42542520396512,-34.60872914361553
Diaz Velez Av. 4364,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42862909918718,-34.60880622995699
Don Bosco 3474,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41499465375812,-34.61184352045928
Don Bosco 4112,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42352336382915,-34.61367421791713
Gascon 37,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.423896338816874,-34.61202254519632
Guardia Vieja 3549,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41477642597351,-34.60188015388821
Guardia Vieja 3741,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.416945989413996,-34.60118941085087
Guardia Vieja 3941,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41977717612163,-34.600732486397135
Guardia Vieja 4143,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.422883892100884,-34.600434430258815
Guardia Vieja 4327,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.425731324777516,-34.600154566149605
Guardia Vieja 4527,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42860586999582,-34.59988270597692
Humahuaca 3608,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.415647408302405,-34.602659882122516
Humahuaca 3806,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41805724313092,-34.60222344036484
Humahuaca 4056,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42167274227167,-34.60182035439408
Humahuaca 4206,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42409262703127,-34.60162127384656
Humahuaca 4434,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42769381196873,-34.60126543625039
Lambare 806,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.430678074722415,-34.605630010932245
Lavalle 3367,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.413468337809974,-34.601264032463874
Lavalle 3585,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.415848433571675,-34.60049337438756
Lezica 4250,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42619836224355,-34.61239486497801
Liniers Virrey 276,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41456462577983,-34.61388240968107
Liniers Virrey 566,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41409177539924,-34.617643253526325
"Marmol, Jose 275",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42592855567883,-34.616692420359826
"Marmol, Jose 34",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42601204256285,-34.614100483273226
"Marmol, Jose 635",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.425357853969444,-34.620918576231375
Maza 318,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41587736165219,-34.6146403459098
Maza 41,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41712374487283,-34.611564195825856
Maza 456,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41558652928738,-34.6164872314106
Maza 689,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.415292059957,-34.61953713983463
Mexico 4388,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42779614147491,-34.620709356037416
"Mitre, Bartolome 3680",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41828908059936,-34.60965267911923
"Mitre, Bartolome 4042",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.423571648541476,-34.610027589131704
"Mitre, Bartolome 4266",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4269377890443,-34.61048935692262
"Mitre, Bartolome 4420",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42924300251696,-34.61081117951321
"Peron, Juan Domingo, Tte. General 4075",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42402543675339,-34.605931051203754
"Peron, Juan Domingo, Tte. General 4271",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.427064131915714,-34.60589718876692
"Peron, Juan Domingo, Tte. Gral 3421",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.415020611723634,-34.607061040530816
"Peron, Juan Domingo, Tte. Gral 3647",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41794633635276,-34.60678274158789
Potosi 3993,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42270839932499,-34.607220404848015
Potosi 4025,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.423731421676806,-34.60721963818453
Potosi 4366,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42848655808549,-34.60726438987913
Querandies 4403,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42893000467414,-34.61157436727559
Quintino Bocayuva 642,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.422361741673484,-34.619419711312226
Rocamora 4286,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42489397560425,-34.59918840719846
Rocamora 4452,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42736301146275,-34.599186002170484
"Salguero, Jeronimo 285",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41993927523942,-34.607566744194536
"Salguero, Jeronimo 29",Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41973390900145,-34.61068993597568
Treinta y Tres Orientales 247,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42450518066283,-34.61652745292448
Treinta y Tres Orientales 587,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42422760774202,-34.62012816357766
Tucuman 3450,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4142478829244,-34.59984460617489
Tucuman 3637,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41664868738982,-34.59906649777853
Tucuman 3893,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42002435600284,-34.59815597325233
Venezuela 3852,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42021353276626,-34.617665167127676
Venezuela 4222,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4246955681361,-34.618008282767676
Yapeyu 183,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.421883839191445,-34.61393946607337
Yapeyu 413,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42161125506471,-34.616950933298426
Yapeyu 737,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.421030182384044,-34.620589020386625
Yatay 573,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4289555816838,-34.605279344075
Yatay 87,Almagro,5,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.42809969414353,-34.61344976166029
Moreno 3019,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40898483255695,-34.613936504051196
Moreno 3191,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.410996211586244,-34.61399738849849
Sarmiento 3333,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41276505679385,-34.60624612969715
Moreno 1891,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.39308528273733,-34.61272630311212
Moreno 2277,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.39836505935461,-34.61306338656354
Moreno 2381,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.3999666675813,-34.61318669683049
Moreno 2415,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40051203532209,-34.613173805403875
Moreno 2679,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40389686613789,-34.61334487739412
Sarmiento 2965,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4080007004926,-34.60662137691273
Jean Jures 424,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40934475354595,-34.6050257028615
Ag?ero 909,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.41049765909676,-34.59924582530958
Aguero 610,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.411456173899154,-34.60275286691803
"Alsina, Adolfo 1936",Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.39385071980387,-34.611673454074285
"Alsina, Adolfo 2916",Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40724940841711,-34.61255874100273
Av. Jujuy 467,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40478905963387,-34.615410889896324
Chile 2056,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.39543642203855,-34.61718394054295
Chile 2556,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40180718563652,-34.61776141026155
Corrientes Av. 2856,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.406155352808696,-34.6045631129004
Mexico 1844,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.39241397502961,-34.615784219050475
Republica Bolivariana De Venezuela 2455,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40220079471033,-34.61542816187123
Riobamba 324,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.393770725067405,-34.6055295950536
"Uriburu Jose E., Pres. 383",Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.39812251106101,-34.604928805422816
Venezuela 2011,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.39484656233135,-34.61511659855418
Viamonte 2002,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.395790871792165,-34.60098081654619
Viamonte 2538,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40287853466737,-34.601048240853835
"Alsina, Adolfo 2184",Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.3971806891776,-34.61188704804279
"Alsina, Adolfo 2340",Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.399499458340536,-34.61202177540214
"Alsina, Adolfo 2550",Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4023769766007,-34.612269955637466
"Alsina, Adolfo 3190",Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.411038738205036,-34.612974438263514
"Anchorena, Tomas Manuel De, Dr. 589",Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40982401108757,-34.602762865747124
"Anchorena, Tomas Manuel De, Dr. 661",Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40934459710335,-34.601435913694935
"Anchorena, Tomas Manuel De, Dr. 889",Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.408266085356466,-34.59840232923333
Belgrano Av. 1980,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.3943682227175,-34.61409795526987
Belgrano Av. 2184,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.39709079129367,-34.614262958007856
Belgrano Av. 2370,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.39992119435422,-34.614423335337975
Belgrano Av. 2616,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.403264744963614,-34.61462817841475
Belgrano Av. 2850,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4055627960678,-34.61480153610364
Belgrano Av. 2990,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.40807785569606,-34.6151248100293
Belgrano Av. 3020,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.408760691805426,-34.615212888368035
Belgrano Av. 3270,Balvanera,3,Los materiales deben estar lim,Papel / Cartón / Plástico / Metal / Vidrio,-58.4123099794225,-34.615490446334206
