"direccion","barrio","comuna","mas_info","materiales","longitude","latitude"
"PINO, VIRREY DEL 2082","","","","","-58,44869725013798","-34,564475731149564"
"PINO, VIRREY DEL 2084","","","","","-58,44871447933948","-34,56448587100318"
"PINO, VIRREY DEL 2144","","","","","-58,44926831367228","-34,56481175629918"
"PINO, VIRREY DEL 2246","","","","","-58,45044213000146","-34,565400608648446"
"PINO, VIRREY DEL 2254","","","","","-58,450554474932936","-34,565447438133184"
"PINO, VIRREY DEL 2340","","","","","-58,45164452575439","-34,56590177313495"
"PINO, VIRREY DEL 2342","","","","","-58,45166398487649","-34,565909883045755"
"PINO, VIRREY DEL 2434","","","","","-58,45278628368441","-34,56645551612738"
"PINO, VIRREY DEL 2450","","","","","-58,45303002243168","-34,56659282419669"
"PINO, VIRREY DEL 2462","","","","","-58,453212823992246","-34,56669580274871"
"PINO, VIRREY DEL 2556","","","","","-58,45433766198289","-34,567340373590625"
"PINO, VIRREY DEL 2638","","","","","-58,45508335743843","-34,56777676731276"
"PINO, VIRREY DEL 2644","","","","","-58,45513454506719","-34,567806716881975"
"PINO, VIRREY DEL 2750","","","","","-58,45607986127447","-34,5683599589232"
"PINO, VIRREY DEL 2846","","","","","-58,45694460121416","-34,56886602164354"
"PINO, VIRREY DEL 3055","","","","","-58,45948594768743","-34,56976674360701"
"PINO, VIRREY DEL 3233","","","","","-58,461368851161","-34,57077027999894"
"PINO, VIRREY DEL 3307","","","","","-58,462213692336654","-34,57122056389335"
"PINO, VIRREY DEL 3435","","","","","-58,463745221955556","-34,57203672282841"
"PINO, VIRREY DEL 3541","","","","","-58,465198795155764","-34,57281132232778"
"PINO, VIRREY DEL 3565","","","","","-58,465527920030524","-34,57298669995052"
"PINO, VIRREY DEL 3567","","","","","-58,46555533877049","-34,57300130975248"
"PLAZA, VICTORINO DE LA, DR. 912","","","","","-58,448009243986576","-34,547040654617824"
"PLAZA, VICTORINO DE LA, DR. 1010","","","","","-58,44823796694861","-34,54807500220299"
"PLAZA, VICTORINO DE LA, DR. 1082","","","","","-58,44841298391229","-34,548866275055374"
"PLAZA, VICTORINO DE LA, DR. 1196","","","","","-58,44870013252189","-34,5501646469173"
"PLAZA, VICTORINO DE LA, DR. 1240","","","","","-58,448851813040726","-34,55059654783223"
"PLAZA, VICTORINO DE LA, DR. 1350","","","","","-58,44985727578654","-34,551281477174335"
"PLAZA, VICTORINO DE LA, DR. 1510","","","","","-58,451620865466516","-34,55072839840728"
"PLAZA, VICTORINO DE LA, DR. 1602","","","","","-58,45185147287089","-34,54973466215153"
"PLAZA, VICTORINO DE LA, DR. 1726","","","","","-58,45154282595329","-34,54832676267512"
"PLAZA, VICTORINO DE LA, DR. 1898","","","","","-58,45113945611817","-34,54648672256542"
"POSADAS 1371","","","","","-58,38571901397117","-34,58827806084034"
"POSADAS 1373","","","","","-58,385741023134756","-34,58826525123974"
"POSADAS 1423","","","","","-58,386296042094926","-34,58793485147936"
"POSADAS 1573","","","","","-58,38796044884497","-34,5869660016856"
"POSADAS 1575","","","","","-58,387984687925005","-34,586951732129144"
"POSADAS 1577","","","","","-58,388008927005046","-34,58693746257269"
"POSADAS 1668","","","","","-58,38905219644716","-34,58645817858865"
"POSADAS 1670","","","","","-58,38908117534732","-34,586441119118945"
"POSADAS 1752","","","","","-58,38996422217996","-34,58587270638465"
"PRINGLES 1352","","","","","-58,4255265409892","-34,595965460180125"
"PRINGLES 1456","","","","","-58,42418245391713","-34,59508968356314"
"PUERTO PRINCIPE 2505","","","","","-58,449844419221655","-34,55227379452855"
"PUEYRREDON AV. 1017","","","","","-58,40360624833813","-34,59830073968774"
"PUEYRREDON AV. 1068","","","","","-58,403583352656725","-34,59783162027252"
"PUEYRREDON AV. 1081","","","","","-58,40341329049041","-34,59773869156017"
"PUEYRREDON AV. 1114","","","","","-58,40342903237538","-34,597382139766935"
"PUEYRREDON AV. 1174","","","","","-58,403237064465216","-34,59682294157886"
"PUEYRREDON AV. 1183","","","","","-58,40307722165537","-34,596759752238356"
"PUEYRREDON AV. 1217","","","","","-58,4029692784533","-34,596445318879994"
"PUEYRREDON AV. 1233","","","","","-58,40293018091565","-34,596331411286044"
"PUEYRREDON AV. 1235","","","","","-58,40292529122355","-34,596317171586826"
"PUEYRREDON AV. 1316","","","","","-58,4028111712869","-34,595582257785075"
"PUEYRREDON AV. 1316","","","","","-58,4028111712869","-34,595582257785075"
"PUEYRREDON AV. 1330","","","","","-58,40274746529878","-34,595396681704784"
"PUEYRREDON AV. 1357","","","","","-58,40249221849706","-34,595055538235194"
"PUEYRREDON AV. 1361","","","","","-58,402474019643144","-34,595002519355056"
"PUEYRREDON AV. 1425","","","","","-58,40215802890063","-34,59417177675082"
"PUEYRREDON AV. 1431","","","","","-58,40212916057558","-34,59410768807089"
"PUEYRREDON AV. 1476","","","","","-58,40204198788284","-34,59359934923415"
"PUEYRREDON AV. 1478","","","","","-58,40203236844105","-34,59357797967433"
"PUEYRREDON AV. 1534","","","","","-58,40179132242633","-34,59304282069691"
"PUEYRREDON AV. 1535","","","","","-58,401659937799245","-34,593065999526466"
"PUEYRREDON AV. 1536","","","","","-58,40178447282361","-34,59302763100974"
"PUEYRREDON AV. 1665","","","","","-58,40113786793196","-34,59192881290025"
"PUEYRREDON AV. 1770","","","","","-58,40063544857266","-34,59060440063716"
"PUEYRREDON AV. 1772","","","","","-58,40062246930815","-34,590578031174864"
"PUEYRREDON AV. 1789","","","","","-58,40038215083506","-34,59038252445746"
"PUEYRREDON AV. 1791","","","","","-58,400369031576105","-34,59035620499334"
"PUEYRREDON AV. 1841","","","","","-58,400077998019476","-34,58977168689582"
"PUEYRREDON AV. 1871","","","","","-58,39992632658933","-34,58946699310036"
"PUEYRREDON AV. 1935","","","","","-58,39940418258942","-34,58890834328388"
"PUEYRREDON AV. 1950","","","","","-58,39934443642209","-34,58872433718636"
"PUEYRREDON AV. 1952","","","","","-58,39932376739483","-34,58871012740928"
"PUEYRREDON AV. 1981","","","","","-58,39892873496555","-34,58858144841276"
"PUEYRREDON AV. 2072","","","","","-58,398281936362665","-34,58800273844461"
"PUEYRREDON AV. 2110","","","","","-58,39798358036707","-34,58780277154537"
"PUEYRREDON AV. 2255","","","","","-58,39663709116283","-34,587237247859534"
"PUEYRREDON AV. 2322","","","","","-58,395978872149165","-34,58678330499205"
"PUEYRREDON AV. 2355","","","","","-58,3955067028065","-34,58667763509492"
"PUEYRREDON AV. 2451","","","","","-58,394199752491915","-34,58603396338467"
"PUEYRREDON AV. 2461","","","","","-58,3940589089199","-34,58596515426538"
"PUEYRREDON AV. 2492","","","","","-58,39370399602888","-34,58566410939424"
"PUEYRREDON AV. 2494","","","","","-58,39367582731445","-34,58565034957032"
"PUEYRREDON AV. 2581","","","","","-58,39201128238189","-34,5849632071061"
"QUESADA 1580","","","","","-58,45494083040665","-34,55006225984666"
"QUESADA 1582","","","","","-58,45496430933015","-34,55007448968352"
"QUESADA 1690","","","","","-58,456188033219966","-34,550712271172564"
"QUESADA 1750","","","","","-58,45678609579716","-34,55102398701287"
"QUESADA 1752","","","","","-58,456803994976426","-34,55103331688833"
"QUESADA 1894","","","","","-58,45809751566434","-34,551707497892274"
"QUESADA 2090","","","","","-58,460228337958156","-34,5528179430773"
"QUESADA 2112","","","","","-58,460460817297964","-34,55293909146116"
"QUESADA 2220","","","","","-58,46146367131217","-34,55346173448874"
"QUESADA 2331","","","","","-58,46253279321857","-34,55388899001278"
"QUESADA 2347","","","","","-58,46277124228452","-34,55401322835578"
"QUESADA 2359","","","","","-58,46295156401575","-34,554107197102375"
"QUESADA 2404","","","","","-58,463560435161234","-34,55455475990553"
"QUESADA 2408","","","","","-58,46360172326745","-34,55457633961708"
"QUESADA 2542","","","","","-58,46483307674184","-34,555226380868156"
"QUESADA 2690","","","","","-58,46600123308561","-34,55584736247082"
"QUESADA 2738","","","","","-58,46646874161167","-34,55609587911041"
"QUESADA 2830","","","","","-58,46734309145013","-34,5565606428263"
"QUESADA 2910","","","","","-58,468134555094295","-34,556981507134516"
"QUESADA 2990","","","","","-58,46891897906006","-34,55739882148914"
"QUESADA 3006","","","","","-58,46911506005269","-34,5575031200784"
"QUINTANA, MANUEL, PRES. 245","","","","","-58,387331681044046","-34,59037283095586"
"QUINTANA, MANUEL, PRES. 285","","","","","-58,38771900691105","-34,59006518985933"
"QUINTANA, MANUEL, PRES. 389","","","","","-58,38880570722894","-34,589206354741144"
"QUINTANA, MANUEL, PRES. 391","","","","","-58,38882456655639","-34,58918919522437"
"QUINTANA, MANUEL, PRES. AV. 409","","","","","-58,38902950924774","-34,589002710475704"
"QUINTANA, MANUEL, PRES. AV. 411","","","","","-58,389047488606636","-34,588986340936586"
"QUINTANA, MANUEL, PRES. AV. 495","","","","","-58,38985501920295","-34,588336469692074"
"QUINTANA, MANUEL, PRES. AV. 594","","","","","-58,390753895064414","-34,58781060606647"
"QUINTANA, MANUEL, PRES. AV. 596","","","","","-58,39076944449165","-34,58779901640654"
"QUINTANA, MANUEL, PRES. AV. 598","","","","","-58,39078500391841","-34,58778743674644"
"QUINTEROS, LIDORO J. AV. 994","","","","","-58,44963219130654","-34,547644908823564"
"QUINTEROS, LIDORO J. AV. 1035","","","","","-58,45000962212455","-34,54810379023219"
"QUINTEROS, LIDORO J. AV. 1094","","","","","-58,449882082646646","-34,548781074195496"
"QUINTEROS, LIDORO J. AV. 1094","","","","","-58,449882082646646","-34,548781074195496"
"QUINTEROS, LIDORO J. AV. 1180","","","","","-58,450108885592435","-34,54982870146804"
"QUINTEROS, LIDORO J. AV. 1294","","","","","-58,450414272896055","-34,55120189171622"
"QUINTEROS, LIDORO J. AV. 1295","","","","","-58,450720660254554","-34,55116512405509"
"QUINTEROS, LIDORO J. AV. 1316","","","","","-58,450465749055496","-34,55143541665422"
"QUINTEROS, LIDORO J. AV. 1386","","","","","-58,45058562009778","-34,55198119482142"
"QUIRNO COSTA, NORBERTO, DR. 1258","","","","","-58,40538526585271","-34,59515139019044"
"QUIRNO COSTA, NORBERTO, DR. 1260","","","","","-58,40537570639265","-34,595132230580525"
"QUIROGA, HORACIO 1983","","","","","-58,46086872057508","-34,550085248405004"
"RAMALLO 1717","","","","","-58,46606347680191","-34,53962253192782"
"RAMALLO 1850","","","","","-58,467236162223976","-34,540347561192526"
"RAMALLO 1905","","","","","-58,46782067640561","-34,54051563023894"
"RAMALLO 1907","","","","","-58,46783855558761","-34,54052471012018"
"RAMALLO 2089","","","","","-58,46950498935634","-34,54136973908018"
"RAMALLO 2090","","","","","-58,46943577159861","-34,54146352660699"
"RAMALLO 2160","","","","","-58,470096661373546","-34,541797552253975"
"RAMALLO 2294","","","","","-58,47133509473456","-34,542423474097426"
"RAMALLO 2318","","","","","-58,471646200552875","-34,5425742021966"
"RAMALLO 2362","","","","","-58,47216973671589","-34,54282388908799"
"RAMSAY 1861","","","","","-58,43791191733412","-34,5543005199304"
"RAMSAY 1935","","","","","-58,438530156385205","-34,553588629161574"
"RAMSAY 2045","","","","","-58,439425146114445","-34,552550377175805"
"RAMSAY 2251","","","","","-58,441111649074756","-34,5505939999613"
"RAMSAY 2253","","","","","-58,44112667856642","-34,55057657043157"
"RAMSAY 2351","","","","","-58,441862813670625","-34,54972261347139"
"RAMSAY 2435","","","","","-58,44256111005539","-34,548912515327295"
"RAVIGNANI, EMILIO, DR. 1365","","","","","-58,44282084170344","-34,58485249821136"
"RAVIGNANI, EMILIO, DR. 1417","","","","","-58,44224857956675","-34,58432979731539"
"RAVIGNANI, EMILIO, DR. 1417","","","","","-58,44224857956675","-34,58432979731539"
"RAVIGNANI, EMILIO, DR. 1533","","","","","-58,44090373466799","-34,58315406751091"
"RAVIGNANI, EMILIO, DR. 1669","","","","","-58,43963737598828","-34,5820441065927"
"RAVIGNANI, EMILIO, DR. 1779","","","","","-58,438568537715604","-34,58111104261232"
"RAVIGNANI, EMILIO, DR. 1861","","","","","-58,437937778241135","-34,58056040206623"
"RAVIGNANI, EMILIO, DR. 1951","","","","","-58,43713284719353","-34,57985791412606"
"RAVIGNANI, EMILIO, DR. 2037","","","","","-58,436160144262374","-34,5790091986952"
"RAVIGNANI, EMILIO, DR. 2155","","","","","-58,435238758846836","-34,5782052724954"
"RAVIGNANI, EMILIO, DR. 2271","","","","","-58,43425487645481","-34,577346747233285"
"RAVIGNANI, EMILIO, DR. 2273","","","","","-58,43423570738227","-34,57733002752026"
"RAVIGNANI, EMILIO, DR. 2345","","","","","-58,43351228239679","-34,57669733838939"
"RAVIGNANI, EMILIO, DR. 2424","","","","","-58,4328000485162","-34,57584435433161"
"RAVIGNANI, EMILIO, DR. 2426","","","","","-58,43279190895133","-34,57583148458491"
"RAVIGNANI, EMILIO, DR. 2506","","","","","-58,43242732835768","-34,57526664566593"
"RAVIGNANI, EMILIO, DR. 2552","","","","","-58,43188261315933","-34,575008428880025"
"REPUBLICA ARABE SIRIA 2545","","","","","-58,41637947995434","-34,58430905109236"
"REPUBLICA ARABE SIRIA 2659","","","","","-58,41569670435286","-34,58352290566742"
"REPUBLICA ARABE SIRIA 2737","","","","","-58,415217518494366","-34,58297111589767"
"REPUBLICA ARABE SIRIA 2841","","","","","-58,41453605279454","-34,58219081034575"
"REPUBLICA ARABE SIRIA 2943","","","","","-58,41390149540239","-34,581370575932894"
"REPUBLICA ARABE SIRIA 3065","","","","","-58,413201792422925","-34,58031699651821"
"REPUBLICA ARABE SIRIA 3123","","","","","-58,41287203986953","-34,57982044621989"
"REPUBLICA ARABE SIRIA 3125","","","","","-58,41286110044827","-34,579803976541676"
"REPUBLICA ARABE SIRIA 3211","","","","","-58,41226093220114","-34,57890025419842"
"REPUBLICA ARABE SIRIA 3213","","","","","-58,41224750291163","-34,57888003459347"
"REPUBLICA ARABE SIRIA 3291","","","","","-58,411723850615594","-34,57809151999902"
"REPUBLICA ARABE SIRIA 3359","","","","","-58,41120028831406","-34,577303145401515"
"REPUBLICA DE ESLOVENIA 1752","","","","","-58,43304607703166","-34,569015241081836"
"REPUBLICA DE ESLOVENIA 1836","","","","","-58,43367266538884","-34,56974766747011"
"REPUBLICA DE ESLOVENIA 1838","","","","","-58,4336868346733","-34,56976422716239"
"REPUBLICA DE ESLOVENIA 1910","","","","","-58,43422479750582","-34,57039301547679"
"REPUBLICA DE ESLOVENIA 1912","","","","","-58,434238546811386","-34,57040909517791"
"REPUBLICA DE ESLOVENIA 1980","","","","","-58,434706193194295","-34,570955725018926"
"REPUBLICA DE LA INDIA 2750","","","","","-58,41653033858649","-34,58081438146407"
"REPUBLICA DE LA INDIA 2752","","","","","-58,4165115095851","-34,58078570202546"
"REPUBLICA DE LA INDIA 2802","","","","","-58,416014165962814","-34,58002801685698"
"REPUBLICA DE LA INDIA 2850","","","","","-58,415766979072835","-34,57965141422884"
"REPUBLICA DE LA INDIA 2890","","","","","-58,415560999997275","-34,57933758037203"
"REPUBLICA DE LA INDIA 2990","","","","","-58,41494583262325","-34,57840027871917"
"REPUBLICA DE LA INDIA 3020","","","","","-58,414634709123504","-34,57792624799783"
"REPUBLICA DE LA INDIA 3080","","","","","-58,414203691981356","-34,577269610850465"
"REPUBLICA DE LA INDIA 3150","","","","","-58,413636542058825","-34,57640545776496"
"REPUBLICA DOMINICANA 3586","","","","","-58,4155758157206","-34,58963706573045"
"RICCHERI, PABLO, TTE. GRAL. 2955","","","","","-58,45087867140685","-34,54867852141475"
"RICCHERI, PABLO, TTE. GRAL. 2955","","","","","-58,45087867140685","-34,54867852141475"
"RICCHERI, PABLO, TTE. GRAL. 3089","","","","","-58,45260953037664","-34,54841751584025"
"RICCHERI, PABLO, TTE. GRAL. 3189","","","","","-58,45356040135565","-34,548274133765446"
"RIO PIEDRAS 1791","","","","","-58,464758300352436","-34,54260968757356"
"RIOBAMBA 860","","","","","-58,39455564407558","-34,59911643686551"
"RIOBAMBA 862","","","","","-58,39455850408685","-34,59909797730043"
"RIOBAMBA 944","","","","","-58,39471426468902","-34,598094280948644"
"RIOBAMBA 950","","","","","-58,39472713473904","-34,59801131290341"
"RIOBAMBA 1014","","","","","-58,39484182673828","-34,59705440528323"
"RIOBAMBA 1068","","","","","-58,39479397416125","-34,59629754230717"
"RIOBAMBA 1074","","","","","-58,39478865498611","-34,596213444198746"
"RIOBAMBA 1124","","","","","-58,39472186262497","-34,59553811927054"
"RIOBAMBA 1140","","","","","-58,39469222506162","-34,595371882916076"
"RIOBAMBA 1238","","","","","-58,394504690608116","-34,59430197639417"
"RIOBAMBA 1240","","","","","-58,39450104091315","-34,59428080685901"
"RIVADAVIA MARTIN, COMODORO 1420","","","","","-58,46173759544846","-34,54011302954283"
"RIVADAVIA MARTIN, COMODORO 1585","","","","","-58,46293956769998","-34,54110848279711"
"RIVADAVIA MARTIN, COMODORO 1607","","","","","-58,46328850922782","-34,54163567251722"
"RIVADAVIA MARTIN, COMODORO 1684","","","","","-58,46371655782875","-34,54210639390996"
"RIVADAVIA MARTIN, COMODORO 1712","","","","","-58,46370632498938","-34,542562693479795"
"RIVADAVIA MARTIN, COMODORO 1712","","","","","-58,46370632498938","-34,542562693479795"
"RIVADAVIA MARTIN, COMODORO 1714","","","","","-58,4637146545256","-34,542578463161945"
"RIVADAVIA MARTIN, COMODORO 1763","","","","","-58,46416088502621","-34,542677243104784"
"RIVADAVIA MARTIN, COMODORO 1830","","","","","-58,46428129191443","-34,54379912817423"
"RIVADAVIA MARTIN, COMODORO 1830","","","","","-58,46428129191443","-34,54379912817423"
"RIVADAVIA MARTIN, COMODORO 1837","","","","","-58,46459163999868","-34,54363818335875"
"RIVADAVIA MARTIN, COMODORO 2095","","","","","-58,465743390435556","-34,546575842179784"
"RIVADAVIA MARTIN, COMODORO 2116","","","","","-58,46570500924824","-34,5469668830946"
"RIVADAVIA MARTIN, COMODORO 2151","","","","","-58,466180018942595","-34,547008884470856"
"RIVADAVIA MARTIN, COMODORO 2202","","","","","-58,46648689273904","-34,5474663055702"
"RIVADAVIA MARTIN, COMODORO 2225","","","","","-58,46664613467814","-34,54765521205396"
"RIVERA, PEDRO I., DR. 2443","","","","","-58,46165710734886","-34,55706218349541"
"RIVERA, PEDRO I., DR. 2462","","","","","-58,46174139250864","-34,557242079814564"
"RIVERA, PEDRO I., DR. 2529","","","","","-58,46245007076405","-34,55750621728123"
"RIVERA, PEDRO I., DR. 2615","","","","","-58,46323832439588","-34,55794765110332"
"RIVERA, PEDRO I., DR. 2697","","","","","-58,463958181183365","-34,558350735462696"
"RIVERA, PEDRO I., DR. 2791","","","","","-58,464822281315335","-34,55883458869199"
"RIVERA, PEDRO I., DR. 2843","","","","","-58,46532869795014","-34,55911813472457"
"RIVERA, PEDRO I., DR. 2847","","","","","-58,46536491627916","-34,55913840444103"
"RIVERA, PEDRO I., DR. 2941","","","","","-58,46628477383787","-34,5596534572344"
"RIVERA, PEDRO I., DR. 3003","","","","","-58,46692519428919","-34,560012052217004"
"RIVERA, PEDRO I., DR. 3005","","","","","-58,46694236349704","-34,5600216620826"
"RODRIGUEZ PEÑA 974","","","","","-58,391833579563986","-34,59761452782065"
"RODRIGUEZ PEÑA 1026","","","","","-58,39191468150234","-34,5968642053258"
"RODRIGUEZ PEÑA 1110","","","","","-58,392035634392776","-34,595745221431"
"RODRIGUEZ PEÑA 1112","","","","","-58,392037534438394","-34,5957276118418"
"RODRIGUEZ PEÑA 1280","","","","","-58,392204948444245","-34,59417801799067"
"RODRIGUEZ PEÑA 1282","","","","","-58,39220693849192","-34,59415958842056"
"RODRIGUEZ PEÑA 1372","","","","","-58,39186461846032","-34,59338400443213"
"RODRIGUEZ PEÑA 1372","","","","","-58,39186461846032","-34,59338400443213"
"RODRIGUEZ PEÑA 1454","","","","","-58,39128228671652","-34,59286474342778"
"RODRIGUEZ PEÑA 1454","","","","","-58,39128228671652","-34,59286474342778"
"RODRIGUEZ PEÑA 1544","","","","","-58,39050102462696","-34,59216777550374"
"RODRIGUEZ PEÑA 1886","","","","","-58,38723332368748","-34,589181887625564"
"RODRIGUEZ PEÑA 1888","","","","","-58,387216134535976","-34,58916452793743"
"RODRIGUEZ PEÑA 2030","","","","","-58,385829822982046","-34,58776188314751"
"RODRIGUEZ PEÑA 2030","","","","","-58,385829822982046","-34,58776188314751"
"RODRIGUEZ PEÑA 844","","","","","-58,391664085512225","-34,5991826712341"
"RODRIGUEZ PEÑA 1040","","","","","-58,391934711981214","-34,59667886964962"
"RODRIGUEZ PEÑA 1566","","","","","-58,390305044187485","-34,59198582869517"
"RODRIGUEZ PEÑA 1568","","","","","-58,39028722505673","-34,591969288985254"
"RODRIGUEZ PEÑA 1672","","","","","-58,38928430378682","-34,591065454695396"
"RODRIGUEZ PEÑA 1674","","","","","-58,38926539470312","-34,5910487549838"
"RODRIGUEZ PEÑA 1736","","","","","-58,388625045626696","-34,590498174410264"
"RODRIGUEZ PEÑA 1788","","","","","-58,38811754010003","-34,59006667177044"
"RODRIGUEZ PEÑA 1978","","","","","-58,386374416083235","-34,58831444320878"
"RODRIGUEZ PEÑA 2094","","","","","-58,38517384538929","-34,58709526514274"
"RODRIGUEZ PEÑA 2098","","","","","-58,38513284741465","-34,58705360589237"
"ROLDAN, BELISARIO AV. 4950","","","","","-58,4171273740643","-34,56533603696996"
"ROMERO, EDUARDO, SGTO. 2593","","","","","-58,44761777457962","-34,549260962176405"
"ROOSEVELT FRANKLIN D. 1510","","","","","-58,45167620195347","-34,55228963314935"
"ROOSEVELT FRANKLIN D. 1512","","","","","-58,45170042084327","-34,55230221298182"
"ROOSEVELT FRANKLIN D. 1630","","","","","-58,453148274341075","-34,55307260254922"
"ROOSEVELT FRANKLIN D. 1698","","","","","-58,45390586932902","-34,553505586410736"
"ROOSEVELT FRANKLIN D. 1774","","","","","-58,45471315201993","-34,55396700986886"
"ROOSEVELT FRANKLIN D. 2020","","","","","-58,45712282066742","-34,55534230038907"
"ROOSEVELT FRANKLIN D. 2022","","","","","-58,457140279860695","-34,55535225024829"
"ROOSEVELT FRANKLIN D. 2190","","","","","-58,458650470079846","-34,55621304806646"
"ROOSEVELT FRANKLIN D. 2250","","","","","-58,45921811385065","-34,55653658348819"
"ROOSEVELT FRANKLIN D. 2344","","","","","-58,46014386107411","-34,557064216022084"
"ROOSEVELT FRANKLIN D. 2348","","","","","-58,46018427920652","-34,55708724569626"
"ROOSEVELT FRANKLIN D. 2408","","","","","-58,46061037700127","-34,557681004272986"
"ROOSEVELT FRANKLIN D. 2530","","","","","-58,461743244602474","-34,5583336949773"
"ROOSEVELT FRANKLIN D. 2532","","","","","-58,46176053380281","-34,558343654835454"
"ROOSEVELT FRANKLIN D. 2614","","","","","-58,462506999276144","-34,55877368871138"
"ROOSEVELT FRANKLIN D. 2680","","","","","-58,46308160269844","-34,5591047139974"
"ROOSEVELT FRANKLIN D. 2736","","","","","-58,463605298475315","-34,55940639970141"
"ROOSEVELT FRANKLIN D. 2790","","","","","-58,46407417678795","-34,559676455856334"
"ROOSEVELT FRANKLIN D. 2830","","","","","-58,46446802857147","-34,559903192629015"
"ROOSEVELT FRANKLIN D. 2856","","","","","-58,46470178775953","-34,56003777071342"
"ROOSEVELT FRANKLIN D. 2980","","","","","-58,46590999187633","-34,56073338081213"
"ROOSEVELT FRANKLIN D. 2990","","","","","-58,466006687403826","-34,56078905001977"
"ROOSEVELT FRANKLIN D. 3078","","","","","-58,46679097112761","-34,56124060359255"
"ROOSEVELT FRANKLIN D. 3088","","","","","-58,46687403728541","-34,56128843291174"
"RUGGIERI, SILVIO L. 2796","","","","","-58,40777586110359","-34,581716178108586"
"RUGGIERI, SILVIO L. 2796","","","","","-58,40777586110359","-34,581716178108586"
"RUGGIERI, SILVIO L. 2888","","","","","-58,407402412594884","-34,58091115462758"
"RUGGIERI, SILVIO L. 2944","","","","","-58,40716028650141","-34,58039300525113"
"RUGGIERI, SILVIO L. 3058","","","","","-58,406640574819725","-34,57949508317143"
"RUIZ HUIDOBRO 1751","","","","","-58,465207260600394","-34,54133254882891"
"RUIZ HUIDOBRO 1794","","","","","-58,46551718550505","-34,541617753862425"
"RUIZ HUIDOBRO 1882","","","","","-58,46636528671963","-34,54204622827855"
"RUIZ HUIDOBRO 1992","","","","","-58,467366670912135","-34,542553761648996"
"RUIZ HUIDOBRO 2052","","","","","-58,46794347452625","-34,54284613782971"
"RUIZ HUIDOBRO 2104","","","","","-58,46844897140217","-34,54310236448279"
"RUIZ HUIDOBRO 2208","","","","","-58,46941310729747","-34,543591018100564"
"RUIZ HUIDOBRO 2360","","","","","-58,4709934651413","-34,54437262808033"
"SAENZ VALIENTE, JUAN PABLO 925","","","","","-58,44741650727724","-34,54727447639241"
"SAENZ VALIENTE, JUAN PABLO 1010","","","","","-58,44748351791352","-34,54818827592773"
"SAENZ VALIENTE, JUAN PABLO 1012","","","","","-58,44748837755142","-34,548210265451196"
"SAENZ VALIENTE, JUAN PABLO 1082","","","","","-58,447658544874095","-34,54897996877043"
"SALGUERO, JERONIMO 1155","","","","","-58,41875887796609","-34,59712537060234"
"SALGUERO, JERONIMO 1239","","","","","-58,41858517233845","-34,596140382208496"
"SALGUERO, JERONIMO 1239","","","","","-58,41858517233845","-34,596140382208496"
"SALGUERO, JERONIMO 1335","","","","","-58,4183834390292","-34,594996447300296"
"SALGUERO, JERONIMO 1345","","","","","-58,41836054092376","-34,5948665901486"
"SALGUERO, JERONIMO 1455","","","","","-58,418100072482055","-34,59338831257355"
"SALGUERO, JERONIMO 1521","","","","","-58,417950245113204","-34,59250570195998"
"SALGUERO, JERONIMO 1581","","","","","-58,41783962486581","-34,591794367633504"
"SALGUERO, JERONIMO 1637","","","","","-58,4175130831251","-34,59116610035662"
"SALGUERO, JERONIMO 1679","","","","","-58,4171596114277","-34,59069038947041"
"SALGUERO, JERONIMO 1707","","","","","-58,41684545769418","-34,59026759757026"
"SALGUERO, JERONIMO 1709","","","","","-58,416827498624066","-34,5902434280333"
"SALGUERO, JERONIMO 1771","","","","","-58,41612369226669","-34,589687497261345"
"SALGUERO, JERONIMO 1831","","","","","-58,41532147188852","-34,588875491844625"
"SALGUERO, JERONIMO 1851","","","","","-58,41508966303512","-34,588683125095145"
"SALGUERO, JERONIMO 1923","","","","","-58,414170217246266","-34,587920127987935"
"SALGUERO, JERONIMO 1923","","","","","-58,414170217246266","-34,587920127987935"
"SALGUERO, JERONIMO 2095","","","","","-58,41232278602207","-34,58639463372052"
"SALGUERO, JERONIMO 2095","","","","","-58,41232278602207","-34,58639463372052"
"SALGUERO, JERONIMO 2137","","","","","-58,41203198998592","-34,586155857740344"
"SALGUERO, JERONIMO 2293","","","","","-58,410982880361445","-34,58529460223866"
"SALGUERO, JERONIMO 2295","","","","","-58,410968991028575","-34,58528317243122"
"SALGUERO, JERONIMO 2355","","","","","-58,41073110648634","-34,58452334858435"
"SALGUERO, JERONIMO 2437","","","","","-58,410448166626445","-34,58337404339255"
"SALGUERO, JERONIMO 2525","","","","","-58,41001729505477","-34,58193729402673"
"SALGUERO, JERONIMO 2529","","","","","-58,40999957613193","-34,58189106499356"
"SALGUERO, JERONIMO 2685","","","","","-58,40852614761668","-34,58057765771945"
"SALGUERO, JERONIMO 2727","","","","","-58,408175295190105","-34,58018766489105"
"SALGUERO, JERONIMO 2727","","","","","-58,408175295190105","-34,58018766489105"
"SALGUERO, JERONIMO 2847","","","","","-58,40728085009415","-34,579178853506086"
"SALGUERO, JERONIMO 2953","","","","","-58,40637004496712","-34,57827072974674"
"SALGUERO, JERONIMO 2955","","","","","-58,406353985769","-34,578253220067225"
"SALGUERO, JERONIMO 3031","","","","","-58,40566099037063","-34,57749780389274"
"SALGUERO, JERONIMO 3033","","","","","-58,40564147134522","-34,5774765242822"
